"","X.1","X","text","scores"
"473",473,473,"quizdereksir u r a respectd prsn but wid ths move against demonetization pepl r qustning ur intntnhope u r nt involved in sarda scam",0
"474",474,474,"India has spoken againAamAadmiParty INCIndia AITCofficial how many times will u learn a lesson…",0
"475",475,475,"Lower interest rate will ultimately lead to more buyers because of LowerEMI HappyHomes Demonetization",0
"476",476,476,"DeMonetization PMModi had exposed TMC amp its Chief Mamta Di with reg corruption in WB that Bengal Didnt change b…",0
"477",477,477,"So this DeMonetization has been so Tragic in Implementation that modi govt is Flouting RBI rules for Banking License and Oper…",0
"478",478,478,"One cartoon that explains everything that’s happening in DeMonetization… Missed Target Bad Execution Severe Collateral Dama…",0
"479",479,479,"Govt hasnt exempted essential items like food milk public transport but exempted petrolampflights from demonetization…",0
"480",480,480,"From MannKiBaat to JanKiBaat on demonetization 
Citizens on DEMONETIZATION janjankibaat narendramodi…",0
"481",481,481,"Demonetization RBInarendramodi Bank officials can make monetization a failure Stop the fraud and corruption going on in banks",0
"482",482,482,"narendramodi AmitShah Akali Dal is joining opposition party against Demonetization but BJP is continuing with there coalition government",0
"483",483,483,"Is that why someone from there is among the most vocal opponents of DemonetizationedUAUBDedUBU No wonder",0
"484",484,484,"SC issued notice on transfer and stay petitions filed by centre to transfer all matters relating to demonetization to one court No Stay",0
"485",485,485,"support govt on demonetization move Parties pls take note Your voters support this move At least now conduct parliament business",0
"486",486,486,"Indian PM narendramodi lambasted critics of the demonetization drive by saying they want corruption Bribery to continue A great leader",0
"487",487,487,"CVoter on Demonetization
Onlyhappy with implementation when asked to mark the samesays Good
manakgupta…",0
"488",488,488,"awasthis pm NewsIndia Demonetization The way they are creating scenario Now BharatBandh this shall reduce image of opposition",0
"489",489,489,"Irony of our times Jholachap economists who like giving Rs in NREGA opposing Demonetization while the freemarket…",0
"490",490,490,"awasthis pm NewsIndia DemonetizationOpposition should go toconstituencieshelp people have patience so it improves their image",0
"491",491,491,"Left is going to file a petition in SC against govts decision on demonetizationMy que is why the hell dont you debate in parliament",0
"492",492,492,"Demonetizationtaught me minimalism 

Less stuffMore happiness

Thank you Prime Minister PMOIndia 

Insights",0
"493",493,493,"From MannKiBaat to JanKiBaat on demonetization 
Citizens on DEMONETIZATION janjankibaat narendramodi…",0
"494",494,494,"From MannKiBaat to JanKiBaat on demonetization 
Citizens on DEMONETIZATION janjankibaat narendramodi PMOIndia nam…",0
"495",495,495,"EXCLUSIVE Inside vijayshekhars Paytm the firsthours after demonetization",0
"496",496,496,"Irony of our times Jholachap economists who like giving Rs in NREGA opposing Demonetization while the freemarketists applauding",0
"497",497,497,"They are all protesting against Demonetization But how many of them have been so vocal about Corruption Deliberat…",0
"498",498,498,"ndtv cooperate with the govt their decision of demonetization is correct Pls spread positive news about itjaihind",0
"499",499,499,"How many parties opposing demonetization on d basis of inconveniencepoor has on record helped poorcome out of probMamataOfficial",0
"500",500,500,"Everyone seems to hate the rich even the rich hates richer and the richer hates the richest Demonetization",0
"501",501,501,"Read latest NIPFP blogpost titled Demonetization Cure and Care by Dr Pinaki Chakraborty
pinakicha",0
"502",502,502,"My humble appeal to all to pl have patience and draw what they need from ATMs during this Demonetization phase My SandA…",0
"503",503,503,"From MannKiBaat to JanKiBaat on demonetization 
Citizens on DEMONETIZATION janjankibaat narendramodi…",0
"504",504,504,"Samajwadi Partys Jaya Bachchan and AAP join TMC protest againstdemonetization at Jantar Mantar",0
"505",505,505,"EXCLUSIVE Inside vijayshekhars Paytm the firsthours after demonetization",0
"506",506,506,"Manjunaath people who think that BJP will pay for the demonetization are shortsighted",0
"507",507,507,"EXCLUSIVE Inside vijayshekhars Paytm the firsthours after demonetization",0
"508",508,508,"maitreesh on demonetization ironically this reform may even increase the stock of black money",0
"509",509,509,"Crores rupees of cash found inmedical colleges Clearing the massive rot in medical admissions

Demonetization",0
"510",510,510,"suryanavin MD ItzCashwas live on ET talking about the impact of Demonetization towards digitization in India",0
"511",511,511,"Currency Ban Rs Cr Deposited in Jan Dhan Yojana Ac Max frm West Bengal Crazy stats DeMonetization impact",0
"512",512,512,"of Indians from both rural amp urban areas support demonetization feel it was worth the inconvenience",0
"513",513,513,"BREAKING NEWS
PMapps result amnounced
 Indians support demonetization
edUAUBDedUBUFedUAUBDedUBUFedUAUBDedUBUFedUAUBDedUBUFedUAUBDedUBUFedUAUBDedUBUFUCUCUCUCUCUCedUAUBDedUBUedUAUBDedUBUedUAUBDedUBUedUAUBDedUBUedUAUBDedUBUedUAUBDedUBU
narendramodi Zindabad",0
"514",514,514,"Inside Paytm the firsthours after demonetization",0
"515",515,515,"Why demonetization would not stop graft",0
"516",516,516,"There is pain There is sufferingInflicted by demonetization Undoubtedly The poorest are hit hardestThe",0
"517",517,517,"From MannKiBaat to JanKiBaat on demonetization 
Citizens on DEMONETIZATION janjankibaat narendramodi…",0
"518",518,518,"KashmirLobby so hw cm stone pelting stopped after Demonetization If they dnt carebullets or pellets why do they care so muchmoney",0
"519",519,519,"PareshRawaltake onandnote demonetization 
Proud Bankofficials IndianRupee Fight Corruption AccheDin …",0
"520",520,520,"How will inflation and interest rates react to Demonetization 
Read our views here",0
"521",521,521,"kunfaaya TarekFatah or is he fed by modi and gone mad after demonetization",0
"522",522,522,"Many things to narendramodi ji for Demonetization We are with u",0
"523",523,523,"narendramodi ur decision was ri on Demonetization but implementation on ground level is not executed well people r suffered",0
"524",524,524,"India just made a big mistake with its currency ban",0
"525",525,525,"None of the opposition is holding protest against Ceasefire Violationthe Mutilation only demonetization bcoz they care for there money",0
"526",526,526,"The desperation to push this deshbhakti narrative reflects the govt is very worried about demonetization adverse impact amp…",0
"527",527,527,"Before the Bypolls this will decide Demonetization of Modi 

After the results Bypolls has nothing to do with Demonetizat…",0
"528",528,528,"Shiva Sena and SAD fall in line with the government on Demonetization Say we support the decision NewIndianXpress",0
"529",529,529,"Most of us will just prefer to follow the road
Even though the opposition suggests we follow the signs…",0
"530",530,530,"people dead because of DemonetizationSources

Which is that Source",0
"531",531,531,"Make Demonetization successful dont pay cash to 
Your doctor
Advisor
Lawyer
Designerinterior decorator etc
ampmore imp…",0
"532",532,532,"Among mostread now MalikAshok on why PM Modi was placed well to move for demonetization",0
"533",533,533,"CVoter on Demonetization
Onlyhappy with implementation when asked to mark the samesays Good
manakgupta yrdeshmukh",0
"534",534,534,"people support narendramodis Demonetization on Modi App amp insist decision should not be back",0
"535",535,535,"Delhi SamajwadiPartys Jaya Bachchan joins TMC protest at Jantar Mantar over demonetization issue",0
"536",536,536,"BREAKING NEWS
PMapps result amnounced
 Indians support demonetization
edUAUBDedUBUFedUAUBDedUBUFedUAUBDedUBUFedUAUBDedUBUFedUAUBDedUBUFedUAUBDedUBUFUCUCUCUCUCUCedUAUBDedUBUedUAUBDedUBUedUAUBDedUBUedUAUBDedUBUedUAUBDedUBUedUAUBDedUBU
narendramodi Zindabad",0
"537",537,537,"Samajwadi Partys Jaya Bachchan and AAP join TMC protest againstdemonetization at Jantar Mantar",0
"538",538,538,"Before the Bypolls this will decide Demonetization of Modi 
After the results Bypolls has nothing to do with",0
"539",539,539,"Impact of Demonetization on payments at supermarkets and hypermarkets owned by Future Retail",0
"540",540,540,"I really dont understand why NarendraModimaking announcements at meetings and functions Not at the parliament house Demonetization",0
"541",541,541,"ggiittiikkaa first explain why Dumb Bhakt logic failedthat demonetization didnt stop terrorism",0
"542",542,542,"Demonetization The time has come to put MUDRA into action writes Prof R Vaidyanathan",0
"543",543,543,"India’s “parallel” economy under attack with demonetization
Know more",0
"544",544,544,"Can the government gain a major windfall from demonetizationshort answer no one knowsnot even RBI",0
"545",545,545,"Retaining all seats of LS and state in Byelection by BJP has proved the peoples support on DeMonetization It should be abov…",0
"546",546,546,"Dear Sir akhileshyadav our program for providing daily meals to all our workers in UP is a testimony that we sup…",0
"547",547,547,"I doubt v can evr be a Developed Nation with such Political Class All VishalDhanWale hv gathered for VishalJanSabha agnst Demonetization",0
"548",548,548,"I can see this demonetization plan failing with new guidelines being thrown at us every other day Can you",0
"549",549,549,"Watching yrdeshmukh sir in a debate with manakgupta on News on DemonetizationedUAUBDedUBUC",0
"550",550,550,"If you find him please remind him that he is our new RBI Governor 

Demonetization RBIGov UrjitPatel",0
"551",551,551,"So Jaya Bachchan joins Mamata in her protest while hubby and bahu public lauded Modis demonetization move Ha",0
"552",552,552,"Paytm launches appbased POS to bring more merchants onboard",0
"553",553,553,"srivatsayb gsurya thres no connection whatsoever betn Note ban n Warwar wid Pak is already onDemonetization is extra pain Modi gave us",0
"554",554,554,"UUUD UUEUD and Demonetization 

I share my views based in values that I hold dear Oldfashioned So be it",0
"555",555,555,"The mic of a BSP leader was snatched away from him as he started praising Modiji for his Demonetization move during Mayawati…",0
"556",556,556,"Demonetization public sentiment holding up as first deadline nears",0
"557",557,557,"DeModitisationMarch It is reported that many INC leaders post Demonetization have been reporting to Cardiologists Any Inference",0
"558",558,558,"our economy is going to catapult itself to the higher orbit with confidence might power n glory demonetization narendramodi BJPLive",0
"559",559,559,"So this is basically those who have the Narendra Modi App Why are you shocked demonetization",0
"560",560,560,"Demonetization The Ultimate Weapon against Black economy",0
"561",561,561,"And then theres this",0
"562",562,562,"Govt to hold parleys with oppn to break deadlock over demonetization",0
"563",563,563,"Watch Somebody made a spoof video on demonetization with AeDilHaiMushkil trailer and its hilarious…",0
"564",564,564,"Ekjactly RR wud have made noise on this blunder mistakeyou are mistaken BJP wanted him back but he gracefully le…",0
"565",565,565,"Watch Somebody made a spoof video on demonetization with AeDilHaiMushkil trailer and its hilarious…",0
"566",566,566,"Demonetization The Ultimate Weapon against Black economy",0
"567",567,567,"YesIf pink note can change to grey due to turboelectric effect I dont think its difficult to solve these wit…",0
"568",568,568,"DeMonetizationallowing ppl to move onlineGovt waived service charges on many online Trxns",0
"569",569,569,"Demonetization The Ultimate Weapon against Black economy",0
"570",570,570,"Forget AQI of Delhi I wonder whats the BQI Brain Quality Index of Mr ArvindKejriwaledUAUBDedUBUB VishalJanSabha…",0
"571",571,571,"SharmisthaGK By raising ques on demonetization you r raising ques on ur father who lauded this step by Modi JiDeModitisationMarch",0
"572",572,572,"Mashable Demonetization Teen commits suicide in India after failing to withdraw cash",0
"573",573,573,"Dear PMOIndia CREDAI supports your Demonetization drive amp we are geared up for a smoother transition towards a…",0
"574",574,574,"NortheastIndia Demonetization the dreaded D word has made its presence felt widely in not only the",0
"575",575,575,"Crores rupees of cash found inmedical colleges Clearing the massive rot in medical admissions
DeModitisationMarch
Demonetization",0
"576",576,576,"Day in the Life of Cashless Man DigitalIndia GoCashless Demonetization Startup edUAUBCedUBUAEedUAUBCedUBUB JainSaurabh",0
"577",577,577,"demonetization has hit at largescale retrenchment of laboureres amp other daily wagers
 arunjaitley PMOIndia…",0
"578",578,578,"Bharat Band has been called on th November by combined opposition parties to highlight the plight of common man due to demonetization",0
"579",579,579,"demonetization over lakh voted in just two days Peopleof India with isupportPM thats why all the fuss",0
"580",580,580,"UNESCO India Mamata Banerjee to Lead Protests Against Demonetization",0
"581",581,581,"Huge support for PM narendramodi ’s demonetization Move Across the Nation 

 people back demonetization C…",0
"582",582,582,"Chakrapanis Datacard gives the numbers on Demonetization and how the Digital transformation is a pipe dream",0
"583",583,583,"Massive number of Indians support demonetization",0
"584",584,584,"Demonetization show that BJPIndia is incompetent to lead India A bunch of unprofessional with lack of experience amp education",0
"585",585,585,"So are you in support of the demonetization or not
Well according to public opinion majority of the Indians sure…",0
"586",586,586,"Wow Demonetization Survey ResponseLakh citizens in little overhrs
Participate now…",0
"587",587,587,"Transformational DeMonetization brings out Entrepreneural Abilities to foreedUAUBDedUBU
DigitalIndia
CashlessSociety",0
"588",588,588,"Oppositions call for BharatBandh on Novemberth against thedemonetization",0
"589",589,589,"The next issue is fake currency And this is one area where Demonetization indeed does work wonders n",0
"590",590,590,"Oppositions call for BharatBandh on Novemberth against the Governement decision of demonetization 
…",0
"591",591,591,"Tax Compliance is a big issuesurjitbhalla at the Round Table on Long amp Short Term Impact of Demonetization…",0
"592",592,592,"Demonetization in India could actually mean less imports of sunfloweroil in India",0
"593",593,593,"As prime minister asks Jan Jan Ki Baat on Demonetization 
Citizens speak and write on jankibaat 
citizensvoice",0
"594",594,594,"The great van robbery Driver flees with over Rscr ATM cash in Bengaluru BankRobbery behind Demonetization",0
"595",595,595,"sardanarohit BeingReva No wonder MamataOfficial is The Most disturbed by Demonetization drive",0
"596",596,596,"Even if yourewhite money amp even if youre unaffected this demonetization move has given a lot of folks a reason to…",0
"597",597,597,"Fai GangSome new members developed due to DeMonetizationSanjayDixit tufailelif",0
"598",598,598,"A Round Table on Long amp Short Term Impact of Demonetization on Indian Economy amp GDP organized by…",0
"599",599,599,"The March against demonetization clearly shows who all are most affected where the most blackmoney lies",0
"600",600,600,"Wholesale shops Hotels malls are all empty amp they are losing their daily business demonetization currencyban publictvnews prajavani",0
"601",601,601,"I think he means the poor people sitting in Antilia 

Demonetization",0
"602",602,602,"Attend the round table session on effect of Demonetization today HotelMET BWBusinessworld anuragbatrayo",0
"603",603,603,"ndtv MamataOfficial U must see your future maam Demonetization hs exposed u amp Arjind ji completely Feeling shamesay nc I admird u",0
"604",604,604,"PM is in dream land of cashless economyATMs in big IT companies are also not spared from long serpentine queues for cash demonetization",0
"605",605,605,"All the opposition which is protesting against demonetization should be asked to protest at LOClets see how many ga…",0
"606",606,606,"Street vendors are facing so much difficulties to sell Boz their is lack of small denomination in the city demonetization currencyban",0
"607",607,607,"DeMonetizationFinallyNo country at such a large scale has gone ahead with such a move Give it to all us citizens…",0
"608",608,608,"So petrol pumps debunking oldnotes as fake and refusing We had got them from bank atm Demonetization",0
"609",609,609,"Crores rupees of cash found inmedical colleges Clearing the massive rot in medical admissions

Demonetization",0
"610",610,610,"The only credible death demonetization has caused seems to be of ArvindKejriwals political career D",0
"611",611,611,"Modi wants your money Not your opinion Demonetization proves it",0
"612",612,612,"All the opposition which is protesting against demonetization should be asked to protest at LOClets see how many gathers bloody swine",0
"613",613,613,"Goes another narendramodi claimed benefit of Demonetization after Terrorists ensuring their supplies now Fakes too",0
"614",614,614,"CNNnews For person with Chit Fund ShardaChitFund knowledge in mind it is difficult to explain how Demonetization helps",0
"615",615,615,"Have patiencedemonetizationwill take time It is really a tough decision and will have lot of consequences",0
"616",616,616,"csirisha Yes Madam Chakravarthy Annas Speech on Demonetization is available in YouTube U can Watch",0
"617",617,617,"BANKING ACTIVITY AFTER DEMONETIZATION bwNovtoNovA massive strike on black money For more u…",0
"618",618,618,"From MannKiBaat to JanKiBaat on demonetization 
Citizens on DEMONETIZATION janjankibaat narendramodi…",0
"619",619,619,"Is Demonetization Apply for Urban not for VallagersVillagers dnt hv CCDebit Cards Paytm
NDTV BlackMoney",0
"620",620,620,"Demonetizationnew announcements to incentivize digitization and help farmers Read more",0
"621",621,621,"This whole demonetization issue in India again proves one thing Bollywood actors are all for sale at the right price",0
"622",622,622,"demonetization is nothing but IT raid on poors of this country",0
"623",623,623,"Where smitharnair tries to obfuscate Anna Hazares views but he explainsdemonetization with a rustic charm",0
"624",624,624,"Demonetization move has dealt a body blow to the nefarious designs of PakistanSeparatist nexus

KashmirUnrest Gui…",0
"625",625,625,"I love demonetization yes Thanks Modiji for finishing off the banana republic",0
"626",626,626,"NitishKumar Thanks Sir to support our PMModi for demonetization blackMoneycleanup",0
"627",627,627,"Was speaking to my neighbourhood chemist today about DeMonetization This is what he had to say

Yes our",0
"628",628,628,"A Round Table on Long amp Short Term Impact of Demonetization on Indian Economy amp GDP organized by…",0
"629",629,629,"Check Out The Topcurrencies
Read At",0
"630",630,630,"Indian online payment firm Paytm says it has addedmillion new users in the two weeks since demonetization",0
"631",631,631,"Most of farmers has no bank account they cant go everyday to exchange money leaving their daily wages demonetization tvkannada ndtv",0
"632",632,632,"demonetization when its difficult to change rshow can we expect narendramodi to change INDIA LOL",0
"633",633,633,"Logistics add to delay in replenishing ATMS",0
"634",634,634,"Very Important Message for National Unity and safety 
If u agree please RT
MamtaBanerjee
OppositionXposed…",0
"635",635,635,"Abhishek Lodha MD LodhaGroup tells us why buyers will stay positive after the demonetization move CNBCTVNews",0
"636",636,636,"Is India’s demonetization move the final play or is there more to come
Know more",0
"637",637,637,"mediacrooks ndtv TimesNow IndiaToday All Deshdrohi came together to fight with our Great PMModi blackMoneycleanup demonetization",0
"638",638,638,"DeMonetization is just like Pushup Bra it looks impressive but the reality will be remain same",0
"639",639,639,"Demonetization Teen commits suicide in India after failing to withdraw cash for exam fees",0
"640",640,640,"I find ppl economists so called journalists who are condemning narendramodi for demonetization but not a single advice or suggestion",0
"641",641,641,"Demonetization Lutyens Media played negative role in PM Modi s crusade to unearth black money Evident which side theyd lik…",0
"642",642,642,"An idea can take your life This must be the slogan of the Demonetization implemented by Modi",0
"643",643,643,"After Rajini amp Kamal Mohanlal amp AamirKhan comment on Modi s Demonetization move",0
"644",644,644,"And the Oscar goes to MrUDUEUUU edUAUBDedUBUAedUAUBDedUBUAedUAUBDedUBUAedUAUBDedUBUADdemonetization",0
"645",645,645,"awasthisgovernment cud have reduced bygetting note of same size askbokil demonetization",0
"646",646,646,"Please release more small denomination please stop Notes it is not useful muchNo one is ready to exchange demonetization ModiMosa",0
"647",647,647,"India demonetization amp markets net foreign outflow B stocksbonds since NovNiftyMSCI IndiaEPS cut…",0
"648",648,648,"From MannKiBaat to JanKiBaat on demonetization 
Youth on DEMONETIZATION janjankibaat narendramodi PMOIndia…",0
"649",649,649,"No Service charge for online ticket booking
Read More",0
"650",650,650,"All the congressis are crying like babies because NarendraModi through his demonetization have given blow to them DeModitisationMarch",0
"651",651,651,"Most people are with you narendramodi on Demonetization
Pl run a poll on where citizens face most harassment in the hands of the corrupt",0
"652",652,652,"Minority institutions are exempt from Demonetization How can IT conduct raids",0
"653",653,653,"RT if you support Demonetization and Favorite if you are against it BlackMoney",0
"654",654,654,"corporationbank today announced at am to people standing in line since dawn that nobody will get more thanWTHdemonetization",0
"655",655,655,"PM asks for opinion on demonetization via official NarendraModi app",0
"656",656,656,"So whats the limit k per week Savings account amp k per week Current account Demonetization",0
"657",657,657,"PM asks for opinion on demonetization via official NarendraModi app",0
"658",658,658,"Demonetization Announcements by FinMinIndia DasShaktikanta",0
"659",659,659,"Attend the round table session on effect of Demonetization today HotelMET BWBusinessworld anuragbatrayo",0
"660",660,660,"So Jaya Bachchan joins Mamata in her protest while hubby and bahu public lauded Modis demonetization move Ha",0
"661",661,661,"RakhiSawant Appreciates PM NarendraModi over Demonetization",0
"662",662,662,"Round Table on Impact of Demonetization on Indian Economy amp GDP organizedBWBusinessworld HotelMET PMOIndia…",0
"663",663,663,"Demonetization will not affect any upcoming election that BJP faces in coming days amp People amp as party we are confident of PM Move V Naidu",0
"664",664,664,"This cuts through the bullshit into critical legal issues regarding DeMonetization
MustRead",0
"665",665,665,"At last Jagan responds on the Demonetization issue",0
"666",666,666,"We cannot change the reality of demonetizationbut we can change how we deal with it Talk to us to deal with st…",0
"667",667,667,"Impact of Demonetization on payments at supermarkets and hypermarkets owned by Future Retail",0
"668",668,668,"Mobile payment wallet apps see tremendous growth in users and transactions demonetization via TheNextSiValley",0
"669",669,669,"Its Game Set amp Match to PM Modi Demonetization",0
"670",670,670,"Perfect Demonetization message mind blowing end MustWatch 
RT plz muglikar",0
"671",671,671,"If Demonetization was hitBJP would have put a hoardings all across the country 
ArvindKejriwal 
DrKumarVishwas",0
"672",672,672,"So whats the limit k per week Savings account amp k per week Current account Demonetization",0
"673",673,673,"RajThackeray welcomes Demonetization but asks some real relevant questions to the govt on mismanagement and for the trouble…",0
"674",674,674,"Following Demonetization of RsK notes and launch of RsK notes",0
"675",675,675,"So it has been more thandays since demonetization announcement what are the potential benefits of the demonetization…",0
"676",676,676,"So it has been more thandays since demonetization announcement what are the potential benefits of the…",0
"677",677,677,"Why should weNever Vote For BJPthey just launched a Apple watch app for Demonetization issues Its high tech",0
"678",678,678,"Demonetization whenever you come back from an ATM everyone at home gives you the Gabbar Singh look and asks you…",0
"679",679,679,"going by the reaction which party seems to have suffered max loss due to demonetization",0
"680",680,680,"FreeCharge to onboard one million merchants in nextmonths Demonetization gt Digital India gt Clean India",0
"681",681,681,"Read latest NIPFP blogpost titled Demonetization Cure and Care by Dr Pinaki Chakraborty
pinakicha",0
"682",682,682,"HPCL Mangalore RO team assisting people during Demonetization",0
"683",683,683,"Bank amp Atm queue is not reducing but money is reducing Solve the problem soon demonetization ModiMosa tvkannada suvarnanewstv",0
"684",684,684,"Minority institutions are exempt from Demonetization How can IT conduct raids",0
"685",685,685,"Useless things right now RsRsamp RsNo one is ready to accept it demonetization IMwithModi",0
"686",686,686,"PM Modi will go to Parliament armed with millions of Indiansexpressing support for demonetization N",0
"687",687,687,"You know narendramodi claim of patriotism may not be enough to dig yourself out of the DeMonetization hole you have put…",0
"688",688,688,"Whats d fuss about We stood in longer Q in Demonetization PartI
Why should youve issues with Q during PartII
No su…",0
"689",689,689,"HPCL GMOSZteam assisting people at Chennai during Demonetization",0
"690",690,690,"demonetization just about takes care ofchori ka paisa now we have to stop the chori of Babus Politicians Govt Employees amp Judges",0
"691",691,691,"From MannKiBaat to JanKiBaat on demonetization 
Citizens on DEMONETIZATION janjankibaat narendramodi…",0
"692",692,692,"PMOIndia narendramodi RBI Dear Sir Please do not rollback the Demonetization Come whatever may We will not bend to stupidity of oppn",0
"693",693,693,"farmers are finding so much trouble to buy farming seeds boz few seed sellers r not ready to accept old notes demonetization currencyban",0
"694",694,694,"HPCL GMOSZteam assisting people at Chennai during Demonetization",0
"695",695,695,"Indias Modi Didnt Do His Homework",0
"696",696,696,"Demonetizationdont know if true till see in news crackdown on people exchanging moneyMust be having crs beyond imagination",0
"697",697,697,"This cuts through the bullshit into critical legal issues regarding DeMonetization
MustRead",0
"698",698,698,"Chandrababu first said that Narendra Modi had implemented Demonetization taking his advice Upon seeing",0
"699",699,699,"RUMOUR Mohanlal InvestedCrores Overseas Foreseeing NoteBan
Lalettan Demonetization Mollywood",0
"700",700,700,"Demonetizationdont know if true till see in news crackdown on people exchanging moneyMust be having crs beyond imagination",0
"701",701,701,"Have You Shared Your Views on Demonetization to PMModi Take Part in Survey on NMAppamp Be A Part of Nation Build…",0
"702",702,702,"Chandrababu first said that Narendra Modi had implemented Demonetization taking his advice Upon seeing",0
"703",703,703,"At this point where should PayTM focus its marketing demonetization",0
"704",704,704,"HPCL Bangalore RO Helping Banks with Demonetization Drive",0
"705",705,705,"Very informative thread on Demonetization
Must Read",0
"706",706,706,"Indian PC market is expected to be sluggish because of demonetization says IDC",0
"707",707,707,"Rare sight corrupt queue up to confess their crime before Bapu the original sinner who inflicted Nehru on India…",0
"708",708,708,"Is demonetization a gamechanging eco reform thatll hit terror funding fake notes amp black economy",0
"709",709,709,"Days before Demonetization announcement ncbn sold his Heritage sharesclearly evident that he had prior knowledg… …",0
"710",710,710,"Chandrababu first said that Narendra Modi had implemented Demonetization taking his advice Upon seeing",0
"711",711,711,"DeMonetizationit will always be Visionin hindsightmany things could hv been done better it was done with s…",0
"712",712,712,"DeMonetizationPpl are ready to give narendramodi theDays he asked for in the war against corruption and black m…",0
"713",713,713,"DeMonetizationother than the usual suspects making usual noisesmajority of Indians still trust narendramodi on a…",0
"714",714,714,"DeMonetizationFolks who used to do big ticket purchases like bikes cars using cash have vanished away",0
"715",715,715,"Lalit JoshiAfter Demonetization Good Governance from Babudom is required for Transforming India",0
"716",716,716,"DeMonetizationBM hoarders finding ways to move their cashadvance salaries in cash repaying old dues to govt and…",0
"717",717,717,"DeMonetizationGovt has either improvised or did course correction in steps taken limits improvement and old notes f…",0
"718",718,718,"DeMonetizationmany families realised that they can live with less cash in hand by moving to plastic and online Trxns",0
"719",719,719,"Stillof atms are out of order or cashless We public are facing so much of troubledemonetization btvnewslivesuvarnanewstv",0
"720",720,720,"DeMonetizationmalls and markets are getting back to life with purchases and folks are getting their change to K not…",0
"721",721,721,"DeMonetization heard from HNIs that they r getting calls to convert their BM to new notes withcutmeans new not…",0
"722",722,722,"You know narendramodi claim of patriotism may not be enough to dig yourself out of the DeMonetization hole you have put yourself in",0
"723",723,723,"DeMonetizationppl who hv hoarded the cash are still to start depositing in bank acctsGuess they expect an extn or…",0
"724",724,724,"DeMonetizationthe newnotes are not yet coming out of majority of the recalibrated ATMs Ppl who had small amoun…",0
"725",725,725,"RohinisghET Why is the tv media not showing the truth that people are accusing Modis DeMonetization in real life",0
"726",726,726,"Demonetizations Impact On the India Retail sectorReTales by Pankaj RenjhenET Retail",0
"727",727,727,"Demonetization EffectNaxals Surrender in Odisha 

Read",0
"728",728,728,"A fruit vendor from Kolkata supports the Demonetization move by NarendraModi narendramodi BJPIndia",0
"729",729,729,"PareshRawaltake onandnote demonetization 
Proud Bankofficials IndianRupee Fight Corruption…",0
"730",730,730,"A fruit vendor from Kolkata supports the Demonetization move by NarendraModi narendramodi BJPIndia",0
"731",731,731,"Jan Dhan accs crditd wid K Crs aftr demonetization n mor intrestng fact is dat d hiest amt of mnys bn deposted frm socld POOR state WB",0
"732",732,732,"Watch todays debate on opposition stopping proceedings in parliament due to Demonetization only on TV Marathi to…",0
"733",733,733,"Bank Mangers amp staff happy to receive handmade cards for their hard work in demonetization from aolschools studentsSri…",0
"734",734,734,"Yesterdays right answer May not be todays right answer Demonetizationeffect demonetization BlackMoney DeMonetisation",0
"735",735,735,"Godwins law Modified for the demonetization",0
"736",736,736,"Its Game Set amp Match to PM Modi Demonetization",0
"737",737,737,"SriSri Sri Ravi Shankar supports demonetization hails PM narendramodi",0
"738",738,738,"OfficeOfRG ArvindKejriwal etc Indians can see through hypocrisy Dont b blind in opposing you are embarrassing yourself Demonetization",0
"739",739,739,"This isnt as awful as the demonetization woes I hear from field partners in villages but I see a pattern here n",0
"740",740,740,"Most funny amp ironic statement since the first day of DeMonetization",0
"741",741,741,"Shiva Sena and SAD fall in line with the government on Demonetization Say we support the decision NewIndianXpress",0
"742",742,742,"Very informative thread on Demonetization
Must Read",0
"743",743,743,"People still scrounge the streets in search of money demonetization",0
"744",744,744,"PMO DEMONETIZATION SaveThePeople
The innocent poor common people of India are victims of harassment by the",0
"745",745,745,"Absolutely hilarious corrupt protesting in the name of poor against Demonetization",0
"746",746,746,"Where are all the rich people in the line If that what youre wondering too",0
"747",747,747,"Excellent AnanthKumarBJP
An equanimous narendramodi watching all out efforts to undermine demonetization in THE…",0
"748",748,748,"Time to go cashless DemonetizationTRAI slashes USSDbased mobile banking charges",0
"749",749,749,"Day
HPCL TheOfficialSBI UPPTA AshutoshJindalS flytoak NotThatPilot PetroleumMin ArunThejacks 
CHHOTA ATM…",0
"750",750,750,"Yet another loss of life a student suicide due to Modis lunatic demonetization policy",0
"751",751,751,"Yesterdays right answer May not be todays right answer Demonetizationeffect demonetization BlackMoney DeMonetisation",0
"752",752,752,"Ashi JiAshiQuotes you hit nail on the head with this edUAUBDedUBUtweet edUAUBDedUBU

DeMonetizationSavesLife BenefitsOfDemonitization DeMonetization",0
"753",753,753,"Havent been to an atm even once since demonetization Left with Rscash One of the lucky few tho who can shift to Paytm effortlessly",0
"754",754,754,"Bypolls BJP calls it an endorsement of demonetization policy",0
"755",755,755,"Why opposition is against the demonetization move Read Prashants opinion about the issue",0
"756",756,756,"Demonetizationnew announcements to incentivize digitization and help farmers Read more…",0
"757",757,757,"Arvind Kejriwal with People of Punjab discussing problems of Demonetization

What do you think",0
"758",758,758,"After Demonetization looks like its time for the Indian Trusts Act 
to have a facelift",0
"759",759,759,"Wow demonetization popularity keeps rising among the poor",0
"760",760,760,"By not attending Parliament after Demonetization Prime Minister is not setting a good precedent afterall he is",0
